stateabb,ccode,year,region,trust_military,trust_military_l1,trust_military_mod,trust_police,trust_police_z,trust_judiciary,trust_judiciary_z,gov_corrupt,gov_corrupt_z,gov_conf,lead_approve,trust_financial_inst,living_std_improve,military_dim,military_dim_z_mavg2,military_dim_mavg2,military_rule,military_leader,conscript,conscript_time,spend_soldier_ln,spend_soldier_z_ln,spend_soldier_z_ln_mavg2,personnel_pc_ln,appointment_fa,crisis_current,crisis_lag1,crisis_lag2,crisis_time,crisis_time_z,crisis_victory,crisis_tie,crisis_window2,crisis_window5,civwar,democracy_lib,polity,jud_corrupt,jud_high_ind,jud_low_ind,ideology_election,gdp_pc_ln,gdp_growth,population_ln,life_expectancy,hrights
USA,2,2016,5,0.87,0.879999995231628,0.781834185123444,0.82,1.21128976345062,0.43,-0.26236492395401,0.76,0.507273674011231,0.3,0.34,0.5,0.52,0.036,-0.604565560817719,0.0120000001043081,0,0,0,44,12.9885454177856,1.84611666202545,1.97855186462402,-3.21413731575012,1.46,1,0,0,0,-1.23476207256317,0,1,1,1,0,0.851999998092651,8,1.91,2.625,2.693,3,4.05386972427368,0.953999996185303,10.445424079895,78.9,0.300000011920929
USA,2,2017,5,0.92,0.870000004768372,0.800112366676331,0.81,1.14768314361572,0.61,0.749004185199738,0.72,0.298117130994797,0.39,0.33,0.6,0.65,0,-0.604565560817719,0.0120000001043081,0,0,0,45,,,1.98915660381317,,1.147,1,0,0,0,-1.23476207256317,0,1,1,1,0,0.837000012397766,8,1.91,2.585,2.693,,4.06832551956177,0.83899998664856,10.4521532058716,79,0.200000002980232
USA,2,2018,5,0.91,0.920000016689301,0.796583592891693,0.79,1.02046966552734,0.53,0.299506574869156,0.78,0.611851930618286,0.31,0.37,0.58,0.62,0,-0.604565560817719,0.0120000001043081,0,0,0,46,,,1.99748980998993,,1.147,0,0,0,,,0,0,0,0,0,0.750999987125397,8,1.91,2.585,2.693,,4.08802461624146,1.16299998760223,10.4591732025146,79,0
USA,2,2019,5,0.92,0.910000026226044,0.800112366676331,0.79,1.02046966552734,0.55,0.411881119012833,0.76,0.507273674011231,0.36,0.38,0.61,0.69,0,-0.659712851047516,0,0,0,0,47,,,,,1.147,0,0,0,,,0,0,0,0,,0.745000004768372,,1.91,2.585,2.666,,4.10497140884399,1.01900005340576,10.4619970321655,78.9,-0.200000002980232
USA,2,2020,5,0.93,0.920000016689301,0.803579986095429,0.82,1.21128976345062,0.59,0.636629581451416,0.72,0.298117130994797,0.46,0.45,0.68,0.58,0,-0.659712851047516,0,0,0,0,48,,,,,1.147,0,0,0,,,0,0,0,0,,0.725000023841858,,1.91,2.585,2.262,,,,,77,
USA,2,2021,5,0.87,0.930000007152557,0.781834185123444,0.74,0.702435612678528,0.53,0.299506574869156,0.72,0.298117130994797,0.4,0.47,0.61,0.6,0,-0.659712851047516,0,0,,0,49,,,,,1.394,0,0,0,,,0,0,0,0,,0.72299998998642,,1.91,2.219,2.227,,,,,79,
CAN,20,2006,5,0.7,,0.706242322921753,0.86,1.46571707725525,0.57,0.524255335330963,0.58,-0.433931559324265,0.44,,0.72,0.63,0,-0.659712851047516,0,0,0,0,62,12.3872690200806,1.4538471698761,1.75390315055847,-4.00773668289185,2.317,0,0,0,7,-0.896146237850189,1,0,0,0,0,,10,3.217,2.203,2.309,,3.75693511962891,0.754000008106232,8.15087127685547,80.7,2.09999990463257
CAN,20,2007,5,0.78,0.699999988079071,0.744619309902191,0.88,1.59293055534363,0.6,0.692817032337189,0.42,-1.27055835723877,0.64,0.64,0.76,0.61,0,-0.659712851047516,0,0,0,0,63,12.5739116668701,1.57561182975769,1.79702115058899,-4.00423526763916,2.317,0,0,0,8,-0.847772538661957,1,0,0,0,0,0.762000024318695,10,3.217,2.203,2.309,,3.7741162776947,0.741999983787537,8.16311836242676,80.9,2
CAN,20,2008,5,0.78,0.779999971389771,0.744619309902191,0.86,1.46571707725525,0.58,0.580442488193512,0.41,-1.3228474855423,0.59,0.59,0.78,0.63,0,-0.659712851047516,0,0,0,0,64,12.6286220550537,1.61130452156067,1.83988738059998,-3.99782943725586,2.317,0,0,0,9,-0.799398899078369,1,0,0,0,0,0.760999977588654,10,2.841,2.203,2.309,,3.77055168151855,-0.155000001192093,8.17221641540527,81.1,2.09999990463257
CAN,20,2009,5,0.81,0.779999971389771,0.757680952548981,0.81,1.14768314361572,0.59,0.636629581451416,0.4,-1.37513661384583,0.61,0.58,0.73,0.58,0,-0.659712851047516,0,0,0,0,65,12.6153764724731,1.60266315937042,1.86601746082306,-4.00773239135742,2.317,0,0,0,10,-0.751025199890137,1,0,0,0,0,0.759999990463257,10,2.841,2.203,2.309,,3.74865674972534,-0.939999997615814,8.18211936950684,81.4,2.29999995231628
CAN,20,2010,5,0.84,0.810000002384186,0.770074486732483,0.86,1.46571707725525,0.61,0.749004185199738,0.42,-1.27055835723877,0.55,0.58,0.75,0.6,0,-0.659712851047516,0,0,0,0,66,12.6184787750244,1.60468709468842,1.87112247943878,-3.9907169342041,2.317,0,0,0,11,-0.702651500701904,1,0,0,0,0,0.760999977588654,10,2.841,2.203,2.309,,3.75646805763245,0.333000004291534,8.19540977478027,81.6,2.40000009536743
CAN,20,2011,5,0.83,0.839999973773956,0.766015410423279,0.87,1.52932381629944,0.6,0.692817032337189,0.41,-1.3228474855423,0.55,0.6,0.75,0.61,0,-0.659712851047516,0,0,0,0,67,12.6105918884277,1.59954178333282,1.86905717849731,-4.00035190582275,2.317,1,0,0,0,-1.23476207256317,1,0,1,1,0,0.760999977588654,10,2.841,2.203,2.309,,3.76750588417053,0.474999994039536,8.20504474639893,81.9,2.5
CAN,20,2012,5,0.81,0.8299999833107,0.757680952548981,0.87,1.52932381629944,0.57,0.524255335330963,0.46,-1.06140160560608,0.52,0.6,0.74,0.58,0,-0.659712851047516,0,0,0,0,68,12.5256109237671,1.54410064220428,1.85877454280853,-4.01363468170166,2.317,0,1,0,1,-1.18638837337494,1,0,1,1,0,0.741999983787537,10,2.841,2.203,2.309,,3.78100275993347,0.587999999523163,8.21832752227783,82,2.70000004768372
CAN,20,2013,5,0.83,0.810000002384186,0.766015410423279,0.86,1.46571707725525,0.55,0.411881119012833,0.41,-1.3228474855423,0.51,0.54,0.72,0.61,0,-0.659712851047516,0,0,0,0,69,12.4074287414551,1.46699929237366,1.83459842205048,-4.02393341064453,2.317,0,0,1,2,-1.13801467418671,1,0,1,1,0,0.734000027179718,10,2.841,2.203,2.309,,3.78933548927307,0.367000013589859,8.2286262512207,82.1,2.79999995231628
CAN,20,2014,5,0.86,0.8299999833107,0.777982711791992,0.88,1.59293055534363,0.67,1.08612716197968,0.44,-1.16597998142242,0.52,0.57,0.74,0.56,0,-0.659712851047516,0,0,0,0,70,12.3787078857422,1.44826185703278,1.80803620815277,-4.0338716506958,2.317,0,0,0,3,-1.08964109420776,1,0,0,1,0,0.741999983787537,10,2.841,2.203,2.309,1,3.80439329147339,0.671000003814697,8.23856449127197,82.2,3
CAN,20,2015,5,0.84,0.860000014305115,0.770074486732483,0.86,1.46571707725525,0.65,0.973752617835999,0.42,-1.27055835723877,0.64,0.6,0.73,0.55,0,-0.659712851047516,0,0,0,0,71,12.2503747940063,1.36453807353973,1.77650773525238,-4.03954935073853,2.317,0,0,0,4,-1.04126739501953,1,0,0,1,0,0.736999988555908,10,3.151,2.203,2.309,,3.81007885932922,0.256000012159348,8.24424171447754,82.3,3.09999990463257
CAN,20,2016,5,0.79,0.839999973773956,0.749049603939056,0.84,1.338503241539,0.62,0.805191278457642,0.38,-1.47971498966217,0.62,0.64,0.72,0.55,0,-0.659712851047516,0,0,0,0,72,12.1881523132324,1.32394444942474,1.75138938426971,-4.05079650878906,2.317,0,0,0,5,-0.992893636226654,1,0,0,1,0,0.737999975681305,10,3.151,2.203,2.309,,3.81324076652527,0.14300000667572,8.25548934936523,82.3,3.09999990463257
CAN,20,2017,5,0.85,0.790000021457672,0.774063229560852,0.86,1.46571707725525,0.67,1.08612716197968,0.37,-1.5320041179657,0.65,0.63,0.79,0.62,0,-0.659712851047516,0,0,0,0,73,,,1.73312497138977,,2.317,0,0,0,6,-0.944519937038422,1,0,0,0,0,0.767000019550324,10,3.151,2.203,2.309,,3.83468818664551,0.98199999332428,8.26633644104004,82.4,3.09999990463257
CAN,20,2018,5,0.86,0.850000023841858,0.777982711791992,0.82,1.21128976345062,0.71,1.31087565422058,0.36,-1.58429324626923,0.61,0.56,0.77,0.58,0,-0.659712851047516,0,0,0,0,74,,,1.72243368625641,,2.317,0,0,0,,,0,0,0,0,0,0.769999980926514,10,3.151,2.203,2.309,,3.84451484680176,0.456999987363815,8.27857303619385,82.2,3.20000004768372
